time,wave_height,wave_period,wave_direction,swell_wave_height,swell_wave_period,wind_wave_height,sea_surface_temperature,zone_id,zone_name,wind_speed_10m,wind_direction_10m,wind_gusts_10m,weather_code,precipitation,month,hour,wave_height_t0,wave_period_t0,swell_wave_height_t0,swell_wave_period_t0,wind_wave_height_t0,wind_speed_t0,wind_gusts_t0,sea_surface_temperature_t0,weather_code_t0,wave_height_t-3h,wave_height_t-6h,wind_speed_t-3h,wind_speed_t-6h,wave_delta_3h,wave_delta_6h,wind_delta_3h,swell_trend,wave_wind_ratio,swell_steepness,wave_energy,monsoon_flag,safety_6h,safety_12h,safety_24h
2026-04-29 19:00:00,1.32,11.05,168,0.76,11.75,0.28,31.1,1,Indian Ocean,19.2,190,25.2,51,0.1,4,19,1.32,11.05,0.76,11.75,0.28,19.2,25.2,31.1,51,1.3,1.26,22.4,19.8,0.020000000000000018,0.06000000000000005,-3.1999999999999993,-0.28,0.06875,0.06468085106382979,1.7424000000000002,0,1,2,2
2026-04-29 20:00:00,1.32,11.05,168,0.6,13.35,0.26,31.0,1,Indian Ocean,20.7,191,27.7,3,0.0,4,20,1.32,11.05,0.6,13.35,0.26,20.7,27.7,31.0,3,1.34,1.24,20.2,21.0,-0.020000000000000018,0.08000000000000007,0.5,-0.4600000000000001,0.063768115942029,0.0449438202247191,1.7424000000000002,0,1,2,1
2026-04-29 21:00:00,1.32,11.1,169,0.62,13.7,0.24,31.0,1,Indian Ocean,18.4,207,27.7,51,0.1,4,21,1.32,11.1,0.62,13.7,0.24,18.4,27.7,31.0,51,1.34,1.28,17.6,22.5,-0.020000000000000018,0.040000000000000036,0.7999999999999972,-0.28,0.07173913043478261,0.04525547445255475,1.7424000000000002,0,1,2,1
2026-04-29 22:00:00,1.34,11.2,171,0.64,13.5,0.22,31.0,1,Indian Ocean,16.6,246,29.5,65,11.2,4,22,1.34,11.2,0.64,13.5,0.22,16.6,29.5,31.0,65,1.32,1.3,19.2,22.4,0.020000000000000018,0.040000000000000036,-2.599999999999998,-0.12,0.08072289156626505,0.047407407407407405,1.7956000000000003,0,1,2,1
2026-04-29 23:00:00,1.34,11.3,172,0.66,13.45,0.2,30.9,1,Indian Ocean,15.1,192,24.8,51,0.2,4,23,1.34,11.3,0.66,13.45,0.2,15.1,24.8,30.9,51,1.32,1.34,20.7,20.2,0.020000000000000018,0.0,-5.6,0.06000000000000005,0.08874172185430464,0.04907063197026023,1.7956000000000003,0,1,1,1
2026-04-30 00:00:00,1.38,11.4,172,0.68,14.05,0.18,30.9,1,Indian Ocean,18.7,196,27.0,1,0.0,4,0,1.38,11.4,0.68,14.05,0.18,18.7,27.0,30.9,1,1.32,1.34,18.4,17.6,0.05999999999999983,0.039999999999999813,0.3000000000000007,0.06000000000000005,0.07379679144385026,0.048398576512455514,1.9043999999999996,0,2,2,2
2026-04-30 01:00:00,1.4,11.5,173,0.7,14.8,0.16,30.9,1,Indian Ocean,21.8,198,29.5,3,0.0,4,1,1.4,11.5,0.7,14.8,0.16,21.8,29.5,30.9,3,1.34,1.32,16.6,19.2,0.05999999999999983,0.07999999999999985,5.199999999999999,0.05999999999999994,0.06422018348623852,0.04729729729729729,1.9599999999999997,0,2,2,2
2026-04-30 02:00:00,1.44,11.7,173,0.72,14.85,0.14,30.9,1,Indian Ocean,18.0,205,29.5,51,0.1,4,2,1.44,11.7,0.72,14.85,0.14,18.0,29.5,30.9,51,1.34,1.32,15.1,20.7,0.09999999999999987,0.11999999999999988,2.9000000000000004,0.05999999999999994,0.08,0.048484848484848485,2.0736,0,2,2,2
2026-04-30 03:00:00,1.44,12.1,172,0.82,13.55,0.12,30.9,1,Indian Ocean,16.9,213,24.8,51,0.3,4,3,1.44,12.1,0.82,13.55,0.12,16.9,24.8,30.9,51,1.38,1.32,18.7,18.4,0.06000000000000005,0.11999999999999988,-1.8000000000000007,0.1399999999999999,0.08520710059171598,0.06051660516605165,2.0736,0,2,2,2
2026-04-30 04:00:00,1.46,12.6,171,0.92,11.6,0.08,30.9,1,Indian Ocean,6.1,157,23.8,61,1.7,4,4,1.46,12.6,0.92,11.6,0.08,6.1,23.8,30.9,61,1.4,1.34,21.8,16.6,0.06000000000000005,0.11999999999999988,-15.700000000000001,0.22000000000000008,0.239344262295082,0.07931034482758621,2.1315999999999997,0,2,2,2
2026-04-30 05:00:00,1.46,13.0,170,1.02,10.15,0.06,30.9,1,Indian Ocean,10.7,213,11.9,51,0.3,4,5,1.46,13.0,1.02,10.15,0.06,10.7,11.9,30.9,51,1.44,1.34,18.0,15.1,0.020000000000000018,0.11999999999999988,-7.300000000000001,0.30000000000000004,0.13644859813084112,0.10049261083743842,2.1315999999999997,0,1,2,2
2026-04-30 06:00:00,1.48,13.3,169,1.02,9.75,0.06,30.9,1,Indian Ocean,9.3,208,16.6,51,0.2,4,6,1.48,13.3,1.02,9.75,0.06,9.3,16.6,30.9,51,1.44,1.38,16.9,18.7,0.040000000000000036,0.10000000000000009,-7.599999999999998,0.20000000000000007,0.15913978494623654,0.10461538461538462,2.1904,0,2,2,2
2026-04-30 07:00:00,1.48,13.5,169,1.04,9.85,0.04,30.9,1,Indian Ocean,9.9,218,15.5,51,0.1,4,7,1.48,13.5,1.04,9.85,0.04,9.9,15.5,30.9,51,1.46,1.4,6.1,21.8,0.020000000000000018,0.08000000000000007,3.8000000000000007,0.12,0.1494949494949495,0.10558375634517768,2.1904,0,2,2,2
2026-04-30 08:00:00,1.5,13.65,168,1.04,9.95,0.04,31.0,1,Indian Ocean,10.8,224,16.6,51,0.1,4,8,1.5,13.65,1.04,9.95,0.04,10.8,16.6,31.0,51,1.46,1.44,10.7,18.0,0.040000000000000036,0.06000000000000005,0.10000000000000142,0.020000000000000018,0.13888888888888887,0.10452261306532665,2.25,0,2,1,2
2026-04-30 09:00:00,1.48,13.65,168,1.04,9.75,0.04,31.0,1,Indian Ocean,13.4,202,19.4,51,0.1,4,9,1.48,13.65,1.04,9.75,0.04,13.4,19.4,31.0,51,1.48,1.44,9.3,16.9,0.0,0.040000000000000036,4.1,0.020000000000000018,0.11044776119402985,0.10666666666666667,2.1904,0,2,1,2
2026-04-30 10:00:00,1.48,13.6,168,1.04,9.6,0.02,31.1,1,Indian Ocean,12.8,204,19.4,1,0.0,4,10,1.48,13.6,1.04,9.6,0.02,12.8,19.4,31.1,1,1.48,1.46,9.9,6.1,0.0,0.020000000000000018,2.9000000000000004,0.0,0.11562499999999999,0.10833333333333334,2.1904,0,2,1,2
2026-04-30 11:00:00,1.46,13.5,168,1.04,10.05,0.02,31.1,1,Indian Ocean,10.4,236,18.7,0,0.0,4,11,1.46,13.5,1.04,10.05,0.02,10.4,18.7,31.1,0,1.5,1.46,10.8,10.7,-0.040000000000000036,0.0,-0.40000000000000036,0.0,0.14038461538461539,0.10348258706467661,2.1315999999999997,0,2,1,2
2026-04-30 12:00:00,1.46,13.4,168,0.96,11.7,0.04,31.2,1,Indian Ocean,10.2,233,15.8,3,0.0,4,12,1.46,13.4,0.96,11.7,0.04,10.2,15.8,31.2,3,1.48,1.48,13.4,9.3,-0.020000000000000018,-0.020000000000000018,-3.200000000000001,-0.08000000000000007,0.1431372549019608,0.08205128205128205,2.1315999999999997,0,2,2,2
2026-04-30 13:00:00,1.44,13.3,168,0.88,14.0,0.06,31.2,1,Indian Ocean,11.0,229,16.2,3,0.0,4,13,1.44,13.3,0.88,14.0,0.06,11.0,16.2,31.2,3,1.48,1.48,12.8,9.9,-0.040000000000000036,-0.040000000000000036,-1.8000000000000007,-0.16000000000000003,0.1309090909090909,0.06285714285714286,2.0736,0,2,2,2
2026-04-30 14:00:00,1.44,13.25,168,0.8,15.6,0.08,31.2,1,Indian Ocean,12.9,233,18.7,3,0.0,4,14,1.44,13.25,0.8,15.6,0.08,12.9,18.7,31.2,3,1.46,1.5,10.4,10.8,-0.020000000000000018,-0.06000000000000005,2.5,-0.24,0.11162790697674418,0.05128205128205129,2.0736,0,1,2,2
2026-04-30 15:00:00,1.46,13.3,169,0.86,16.15,0.1,31.2,1,Indian Ocean,12.0,230,18.4,3,0.0,4,15,1.46,13.3,0.86,16.15,0.1,12.0,18.4,31.2,3,1.46,1.48,10.2,13.4,0.0,-0.020000000000000018,1.8000000000000007,-0.09999999999999998,0.12166666666666666,0.05325077399380805,2.1315999999999997,0,1,2,2
2026-04-30 16:00:00,1.48,13.45,170,0.92,16.05,0.12,31.2,1,Indian Ocean,11.0,230,17.6,2,0.0,4,16,1.48,13.45,0.92,16.05,0.12,11.0,17.6,31.2,2,1.44,1.48,11.0,12.8,0.040000000000000036,0.0,0.0,0.040000000000000036,0.13454545454545455,0.0573208722741433,2.1904,0,1,2,2
2026-04-30 17:00:00,1.5,13.5,171,0.98,15.3,0.14,31.2,1,Indian Ocean,15.0,228,17.6,3,0.0,4,17,1.5,13.5,0.98,15.3,0.14,15.0,17.6,31.2,3,1.44,1.46,12.9,10.4,0.06000000000000005,0.040000000000000036,2.0999999999999996,0.17999999999999994,0.1,0.06405228758169934,2.25,0,1,2,2
2026-04-30 18:00:00,1.5,13.4,170,0.98,13.5,0.14,31.2,1,Indian Ocean,12.8,212,20.2,51,0.3,4,18,1.5,13.4,0.98,13.5,0.14,12.8,20.2,31.2,51,1.46,1.46,12.0,10.2,0.040000000000000036,0.040000000000000036,0.8000000000000007,0.12,0.1171875,0.0725925925925926,2.25,0,2,2,2
2026-04-30 19:00:00,1.48,13.25,169,0.98,11.05,0.12,31.1,1,Indian Ocean,12.1,229,19.8,51,0.1,4,19,1.48,13.25,0.98,11.05,0.12,12.1,19.8,31.1,51,1.48,1.44,11.0,11.0,0.0,0.040000000000000036,1.0999999999999996,0.05999999999999994,0.12231404958677686,0.08868778280542985,2.1904,0,2,2,2
2026-04-30 20:00:00,1.48,13.05,168,0.98,9.1,0.12,31.1,1,Indian Ocean,20.7,270,26.3,61,1.6,4,20,1.48,13.05,0.98,9.1,0.12,20.7,26.3,31.1,61,1.5,1.44,15.0,12.9,-0.020000000000000018,0.040000000000000036,5.699999999999999,0.0,0.07149758454106281,0.1076923076923077,2.1904,0,2,2,2
2026-04-30 21:00:00,1.46,12.85,168,1.0,8.05,0.1,31.0,1,Indian Ocean,18.1,279,29.9,55,1.2,4,21,1.46,12.85,1.0,8.05,0.1,18.1,29.9,31.0,55,1.5,1.46,12.8,12.0,-0.040000000000000036,0.0,5.300000000000001,0.020000000000000018,0.08066298342541435,0.12422360248447203,2.1315999999999997,0,2,2,2
2026-04-30 22:00:00,1.46,12.6,167,1.02,7.55,0.1,31.0,1,Indian Ocean,14.8,308,31.3,55,1.1,4,22,1.46,12.6,1.02,7.55,0.1,14.8,31.3,31.0,55,1.48,1.48,12.1,11.0,-0.020000000000000018,-0.020000000000000018,2.700000000000001,0.040000000000000036,0.09864864864864864,0.13509933774834437,2.1315999999999997,0,2,2,2
2026-04-30 23:00:00,1.44,12.45,167,1.04,7.5,0.08,30.9,1,Indian Ocean,13.0,266,22.0,3,0.0,4,23,1.44,12.45,1.04,7.5,0.08,13.0,22.0,30.9,3,1.48,1.5,20.7,15.0,-0.040000000000000036,-0.06000000000000005,-7.699999999999999,0.06000000000000005,0.11076923076923076,0.13866666666666666,2.0736,0,2,2,2
2026-05-01 00:00:00,1.44,12.4,167,1.04,8.0,0.1,30.9,1,Indian Ocean,15.1,239,20.9,3,0.0,5,0,1.44,12.4,1.04,8.0,0.1,15.1,20.9,30.9,3,1.46,1.5,18.1,12.8,-0.020000000000000018,-0.06000000000000005,-3.0000000000000018,0.040000000000000036,0.09536423841059602,0.13,2.0736,1,2,2,2
2026-05-01 01:00:00,1.46,12.4,168,1.04,9.0,0.12,30.9,1,Indian Ocean,11.7,241,21.2,3,0.0,5,1,1.46,12.4,1.04,9.0,0.12,11.7,21.2,30.9,3,1.46,1.48,14.8,12.1,0.0,-0.020000000000000018,-3.1000000000000014,0.020000000000000018,0.12478632478632479,0.11555555555555556,2.1315999999999997,1,2,2,2
2026-05-01 02:00:00,1.46,12.4,168,1.04,10.05,0.14,30.9,1,Indian Ocean,13.5,221,19.4,53,0.7,5,2,1.46,12.4,1.04,10.05,0.14,13.5,19.4,30.9,53,1.44,1.48,13.0,20.7,0.020000000000000018,-0.020000000000000018,0.5,0.0,0.10814814814814815,0.10348258706467661,2.1315999999999997,1,2,2,2
2026-05-01 03:00:00,1.46,12.4,168,1.06,11.2,0.18,30.8,1,Indian Ocean,15.7,220,21.2,51,0.1,5,3,1.46,12.4,1.06,11.2,0.18,15.7,21.2,30.8,51,1.44,1.46,15.1,18.1,0.020000000000000018,0.0,0.5999999999999996,0.020000000000000018,0.09299363057324841,0.09464285714285715,2.1315999999999997,1,2,2,2
2026-05-01 04:00:00,1.46,12.45,168,1.08,12.4,0.22,30.8,1,Indian Ocean,12.9,222,22.7,3,0.0,5,4,1.46,12.45,1.08,12.4,0.22,12.9,22.7,30.8,3,1.46,1.46,11.7,14.8,0.0,0.0,1.200000000000001,0.040000000000000036,0.11317829457364341,0.08709677419354839,2.1315999999999997,1,2,2,2
2026-05-01 05:00:00,1.46,12.4,168,1.1,13.25,0.26,30.8,1,Indian Ocean,17.9,239,20.9,3,0.0,5,5,1.46,12.4,1.1,13.25,0.26,17.9,20.9,30.8,3,1.46,1.44,13.5,13.0,0.0,0.020000000000000018,4.399999999999999,0.06000000000000005,0.08156424581005588,0.08301886792452831,2.1315999999999997,1,2,2,2
2026-05-01 06:00:00,1.42,12.2,167,1.06,13.45,0.28,30.8,1,Indian Ocean,15.9,242,24.5,3,0.0,5,6,1.42,12.2,1.06,13.45,0.28,15.9,24.5,30.8,3,1.46,1.44,15.7,15.1,-0.040000000000000036,-0.020000000000000018,0.20000000000000107,0.0,0.08930817610062892,0.0788104089219331,2.0164,1,2,2,2
2026-05-01 07:00:00,1.38,11.9,167,1.02,13.25,0.3,30.8,1,Indian Ocean,16.5,243,23.0,3,0.0,5,7,1.38,11.9,1.02,13.25,0.3,16.5,23.0,30.8,3,1.46,1.46,12.9,11.7,-0.08000000000000007,-0.08000000000000007,3.5999999999999996,-0.06000000000000005,0.08363636363636363,0.0769811320754717,1.9043999999999996,1,2,2,2
2026-05-01 08:00:00,1.34,11.7,166,0.98,13.05,0.32,30.9,1,Indian Ocean,15.3,250,22.7,3,0.0,5,8,1.34,11.7,0.98,13.05,0.32,15.3,22.7,30.9,3,1.46,1.46,17.9,13.5,-0.11999999999999988,-0.11999999999999988,-2.599999999999998,-0.1200000000000001,0.08758169934640524,0.07509578544061302,1.7956000000000003,1,2,2,2
2026-05-01 09:00:00,1.34,11.7,167,1.02,13.0,0.32,30.9,1,Indian Ocean,15.9,254,21.6,3,0.0,5,9,1.34,11.7,1.02,13.0,0.32,15.9,21.6,30.9,3,1.42,1.46,15.9,15.7,-0.07999999999999985,-0.11999999999999988,0.0,-0.040000000000000036,0.08427672955974844,0.07846153846153846,1.7956000000000003,1,2,2,2
2026-05-01 10:00:00,1.36,11.85,168,1.06,12.95,0.34,30.9,1,Indian Ocean,20.4,248,27.0,3,0.0,5,10,1.36,11.85,1.06,12.95,0.34,20.4,27.0,30.9,3,1.38,1.46,16.5,12.9,-0.019999999999999796,-0.09999999999999987,3.8999999999999986,0.040000000000000036,0.06666666666666668,0.08185328185328186,1.8496000000000004,1,2,2,2
2026-05-01 11:00:00,1.36,11.9,169,1.1,12.7,0.34,30.9,1,Indian Ocean,21.4,263,28.8,3,0.0,5,11,1.36,11.9,1.1,12.7,0.34,21.4,28.8,30.9,3,1.34,1.46,15.3,17.9,0.020000000000000018,-0.09999999999999987,6.099999999999998,0.1200000000000001,0.06355140186915889,0.08661417322834647,1.8496000000000004,1,2,2,2
2026-05-01 12:00:00,1.36,11.85,170,1.16,12.1,0.34,31.0,1,Indian Ocean,18.3,265,28.4,3,0.0,5,12,1.36,11.85,1.16,12.1,0.34,18.3,28.4,31.0,3,1.34,1.42,15.9,15.9,0.020000000000000018,-0.05999999999999983,2.4000000000000004,0.1399999999999999,0.07431693989071038,0.09586776859504131,1.8496000000000004,1,2,2,2
2026-05-01 13:00:00,1.38,11.75,171,1.22,11.35,0.36,31.0,1,Indian Ocean,19.5,256,26.3,3,0.0,5,13,1.38,11.75,1.22,11.35,0.36,19.5,26.3,31.0,3,1.36,1.38,20.4,16.5,0.019999999999999796,0.0,-0.8999999999999986,0.15999999999999992,0.07076923076923076,0.10748898678414097,1.9043999999999996,1,2,2,2
2026-05-01 14:00:00,1.38,11.75,172,1.28,10.85,0.36,31.0,1,Indian Ocean,19.6,244,26.6,2,0.0,5,14,1.38,11.75,1.28,10.85,0.36,19.6,26.6,31.0,2,1.36,1.34,21.4,15.3,0.019999999999999796,0.039999999999999813,-1.7999999999999972,0.17999999999999994,0.0704081632653061,0.11797235023041475,1.9043999999999996,1,2,2,2
2026-05-01 15:00:00,1.4,11.85,172,1.32,10.8,0.36,31.0,1,Indian Ocean,20.5,239,27.4,3,0.0,5,15,1.4,11.85,1.32,10.8,0.36,20.5,27.4,31.0,3,1.36,1.34,18.3,15.9,0.039999999999999813,0.05999999999999983,2.1999999999999993,0.16000000000000014,0.06829268292682926,0.12222222222222222,1.9599999999999997,1,2,2,2
2026-05-01 16:00:00,1.44,12.05,172,1.34,11.05,0.36,31.1,1,Indian Ocean,21.4,237,28.4,51,0.3,5,16,1.44,12.05,1.34,11.05,0.36,21.4,28.4,31.1,51,1.38,1.36,19.5,20.4,0.06000000000000005,0.07999999999999985,1.8999999999999986,0.1200000000000001,0.06728971962616823,0.12126696832579185,2.0736,1,2,2,2
2026-05-01 17:00:00,1.46,12.2,172,1.38,11.25,0.36,31.1,1,Indian Ocean,20.9,243,29.2,51,0.4,5,17,1.46,12.2,1.38,11.25,0.36,20.9,29.2,31.1,51,1.38,1.36,19.6,21.4,0.08000000000000007,0.09999999999999987,1.2999999999999972,0.09999999999999987,0.06985645933014355,0.12266666666666666,2.1315999999999997,1,2,2,2
2026-05-01 18:00:00,1.48,12.35,172,1.4,11.4,0.32,31.1,1,Indian Ocean,19.4,239,27.7,3,0.0,5,18,1.48,12.35,1.4,11.4,0.32,19.4,27.7,31.1,3,1.4,1.36,20.5,18.3,0.08000000000000007,0.11999999999999988,-1.1000000000000014,0.07999999999999985,0.07628865979381444,0.12280701754385964,2.1904,1,2,2,2
2026-05-01 19:00:00,1.52,12.45,173,1.42,11.5,0.3,31.0,1,Indian Ocean,17.9,245,25.9,3,0.0,5,19,1.52,12.45,1.42,11.5,0.3,17.9,25.9,31.0,3,1.44,1.38,21.4,19.5,0.08000000000000007,0.14000000000000012,-3.5,0.07999999999999985,0.08491620111731844,0.12347826086956522,2.3104,1,2,2,2
2026-05-01 20:00:00,1.54,12.55,173,1.44,11.45,0.26,31.0,1,Indian Ocean,17.8,244,24.1,3,0.0,5,20,1.54,12.55,1.44,11.45,0.26,17.8,24.1,31.0,3,1.46,1.38,20.9,19.6,0.08000000000000007,0.16000000000000014,-3.099999999999998,0.06000000000000005,0.08651685393258426,0.125764192139738,2.3716,1,2,2,2
2026-05-01 21:00:00,1.52,12.5,173,1.4,11.15,0.24,30.9,1,Indian Ocean,18.3,238,24.8,3,0.0,5,21,1.52,12.5,1.4,11.15,0.24,18.3,24.8,30.9,3,1.48,1.4,19.4,20.5,0.040000000000000036,0.1200000000000001,-1.0999999999999979,0.0,0.08306010928961749,0.12556053811659193,2.3104,1,2,2,2
2026-05-01 22:00:00,1.52,12.45,174,1.36,10.7,0.2,30.9,1,Indian Ocean,16.9,242,24.5,3,0.0,5,22,1.52,12.45,1.36,10.7,0.2,16.9,24.5,30.9,3,1.52,1.44,17.9,21.4,0.0,0.08000000000000007,-1.0,-0.05999999999999983,0.08994082840236688,0.12710280373831778,2.3104,1,2,2,2
2026-05-01 23:00:00,1.5,12.4,174,1.32,10.45,0.18,30.9,1,Indian Ocean,15.7,234,23.0,3,0.0,5,23,1.5,12.4,1.32,10.45,0.18,15.7,23.0,30.9,3,1.54,1.46,17.8,20.9,-0.040000000000000036,0.040000000000000036,-2.1000000000000014,-0.11999999999999988,0.09554140127388536,0.12631578947368421,2.25,1,2,2,2
2026-05-02 00:00:00,1.52,12.45,174,1.32,10.55,0.18,30.8,1,Indian Ocean,19.1,228,24.8,3,0.0,5,0,1.52,12.45,1.32,10.55,0.18,19.1,24.8,30.8,3,1.52,1.48,18.3,19.4,0.0,0.040000000000000036,0.8000000000000007,-0.07999999999999985,0.07958115183246073,0.12511848341232226,2.3104,1,2,2,2
2026-05-02 01:00:00,1.56,12.55,174,1.34,10.8,0.2,30.8,1,Indian Ocean,20.1,224,26.6,3,0.0,5,1,1.56,12.55,1.34,10.8,0.2,20.1,26.6,30.8,3,1.52,1.52,16.9,17.9,0.040000000000000036,0.040000000000000036,3.200000000000003,-0.020000000000000018,0.07761194029850746,0.12407407407407407,2.4336,1,2,2,2
2026-05-02 02:00:00,1.58,12.6,174,1.34,11.0,0.2,30.8,1,Indian Ocean,19.5,225,26.6,3,0.0,5,2,1.58,12.6,1.34,11.0,0.2,19.5,26.6,30.8,3,1.5,1.54,15.7,17.8,0.08000000000000007,0.040000000000000036,3.8000000000000007,0.020000000000000018,0.08102564102564103,0.12181818181818183,2.4964000000000004,1,2,2,2
2026-05-02 03:00:00,1.58,12.55,174,1.38,11.1,0.2,30.8,1,Indian Ocean,21.5,224,27.7,3,0.0,5,3,1.58,12.55,1.38,11.1,0.2,21.5,27.7,30.8,3,1.52,1.52,19.1,18.3,0.06000000000000005,0.06000000000000005,2.3999999999999986,0.05999999999999983,0.07348837209302327,0.12432432432432432,2.4964000000000004,1,2,2,2
2026-05-02 04:00:00,1.56,12.45,174,1.42,11.15,0.22,30.8,1,Indian Ocean,18.0,233,29.2,55,1.2,5,4,1.56,12.45,1.42,11.15,0.22,18.0,29.2,30.8,55,1.56,1.52,20.1,16.9,0.0,0.040000000000000036,-2.1000000000000014,0.07999999999999985,0.08666666666666667,0.1273542600896861,2.4336,1,2,2,2
2026-05-02 05:00:00,1.56,12.35,174,1.46,11.2,0.22,30.8,1,Indian Ocean,19.6,248,27.7,51,0.1,5,5,1.56,12.35,1.46,11.2,0.22,19.6,27.7,30.8,51,1.58,1.5,19.5,15.7,-0.020000000000000018,0.06000000000000005,0.10000000000000142,0.11999999999999988,0.07959183673469387,0.13035714285714287,2.4336,1,2,2,2
2026-05-02 06:00:00,1.54,12.2,174,1.4,11.2,0.22,30.8,1,Indian Ocean,16.8,228,28.8,51,0.1,5,6,1.54,12.2,1.4,11.2,0.22,16.8,28.8,30.8,51,1.58,1.52,21.5,19.1,-0.040000000000000036,0.020000000000000018,-4.699999999999999,0.020000000000000018,0.09166666666666666,0.125,2.3716,1,2,2,2
2026-05-02 07:00:00,1.52,12.0,175,1.34,11.2,0.22,30.8,1,Indian Ocean,14.8,224,24.1,3,0.0,5,7,1.52,12.0,1.34,11.2,0.22,14.8,24.1,30.8,3,1.56,1.56,18.0,20.1,-0.040000000000000036,-0.040000000000000036,-3.1999999999999993,-0.07999999999999985,0.1027027027027027,0.11964285714285716,2.3104,1,2,2,2
2026-05-02 08:00:00,1.5,11.85,175,1.28,11.15,0.22,30.8,1,Indian Ocean,16.8,222,22.7,51,0.1,5,8,1.5,11.85,1.28,11.15,0.22,16.8,22.7,30.8,51,1.56,1.58,19.6,19.5,-0.06000000000000005,-0.08000000000000007,-2.8000000000000007,-0.17999999999999994,0.08928571428571429,0.1147982062780269,2.25,1,2,2,2
2026-05-02 09:00:00,1.5,11.7,175,1.32,11.1,0.24,30.9,1,Indian Ocean,19.9,226,26.3,3,0.0,5,9,1.5,11.7,1.32,11.1,0.24,19.9,26.3,30.9,3,1.54,1.58,16.8,21.5,-0.040000000000000036,-0.08000000000000007,3.099999999999998,-0.07999999999999985,0.07537688442211056,0.11891891891891893,2.25,1,2,2,2
2026-05-02 10:00:00,1.52,11.6,176,1.34,10.95,0.26,30.9,1,Indian Ocean,20.9,226,28.1,3,0.0,5,10,1.52,11.6,1.34,10.95,0.26,20.9,28.1,30.9,3,1.52,1.56,14.8,18.0,0.0,-0.040000000000000036,6.099999999999998,0.0,0.07272727272727274,0.12237442922374431,2.3104,1,2,2,2
2026-05-02 11:00:00,1.52,11.45,176,1.38,10.8,0.28,30.9,1,Indian Ocean,18.4,241,28.1,0,0.0,5,11,1.52,11.45,1.38,10.8,0.28,18.4,28.1,30.9,0,1.5,1.56,16.8,19.6,0.020000000000000018,-0.040000000000000036,1.5999999999999979,0.09999999999999987,0.08260869565217392,0.12777777777777777,2.3104,1,2,2,2
2026-05-02 12:00:00,1.52,11.25,177,1.34,10.5,0.36,30.9,1,Indian Ocean,25.9,209,33.5,51,0.2,5,12,1.52,11.25,1.34,10.5,0.36,25.9,33.5,30.9,51,1.5,1.54,19.9,16.8,0.020000000000000018,-0.020000000000000018,6.0,0.020000000000000018,0.058687258687258693,0.12761904761904763,2.3104,1,2,2,2
2026-05-02 13:00:00,1.54,11.05,179,1.28,10.1,0.42,30.9,1,Indian Ocean,21.2,236,35.3,51,0.2,5,13,1.54,11.05,1.28,10.1,0.42,21.2,35.3,30.9,51,1.52,1.52,20.9,14.8,0.020000000000000018,0.020000000000000018,0.3000000000000007,-0.06000000000000005,0.07264150943396226,0.12673267326732673,2.3716,1,2,2,2
2026-05-02 14:00:00,1.54,10.8,180,1.24,9.9,0.5,31.0,1,Indian Ocean,29.0,239,38.5,51,0.1,5,14,1.54,10.8,1.24,9.9,0.5,29.0,38.5,31.0,51,1.52,1.5,18.4,16.8,0.020000000000000018,0.040000000000000036,10.600000000000001,-0.1399999999999999,0.05310344827586207,0.12525252525252525,2.3716,1,2,2,2
2026-05-02 15:00:00,1.56,10.5,182,1.26,10.0,0.58,30.9,1,Indian Ocean,25.9,255,38.2,3,0.0,5,15,1.56,10.5,1.26,10.0,0.58,25.9,38.2,30.9,3,1.52,1.5,25.9,19.9,0.040000000000000036,0.06000000000000005,0.0,-0.08000000000000007,0.06023166023166024,0.126,2.4336,1,2,2,2
2026-05-02 16:00:00,1.56,10.15,185,1.3,10.3,0.66,30.9,1,Indian Ocean,24.8,255,36.0,3,0.0,5,16,1.56,10.15,1.3,10.3,0.66,24.8,36.0,30.9,3,1.54,1.52,21.2,20.9,0.020000000000000018,0.040000000000000036,3.6000000000000014,0.020000000000000018,0.06290322580645161,0.1262135922330097,2.4336,1,2,2,2
2026-05-02 17:00:00,1.58,9.85,187,1.32,10.55,0.74,30.9,1,Indian Ocean,28.7,254,34.9,51,0.2,5,17,1.58,9.85,1.32,10.55,0.74,28.7,34.9,30.9,51,1.54,1.52,29.0,18.4,0.040000000000000036,0.06000000000000005,-0.3000000000000007,0.08000000000000007,0.055052264808362374,0.12511848341232226,2.4964000000000004,1,2,2,2
2026-05-02 18:00:00,1.58,9.7,188,1.26,10.7,0.72,30.9,1,Indian Ocean,26.9,248,38.9,53,0.9,5,18,1.58,9.7,1.26,10.7,0.72,26.9,38.9,30.9,53,1.56,1.52,25.9,25.9,0.020000000000000018,0.06000000000000005,1.0,0.0,0.05873605947955391,0.1177570093457944,2.4964000000000004,1,2,2,2
2026-05-02 19:00:00,1.6,9.65,188,1.18,10.85,0.72,30.9,1,Indian Ocean,27.2,246,36.0,3,0.0,5,19,1.6,9.65,1.18,10.85,0.72,27.2,36.0,30.9,3,1.56,1.54,24.8,21.2,0.040000000000000036,0.06000000000000005,2.3999999999999986,-0.1200000000000001,0.05882352941176471,0.10875576036866359,2.5600000000000005,1,2,2,2
