date,zone_id,zone_name,wave_height,wave_period,wind_wave_height,swell_wave_height,swell_wave_period,wind_speed_10m,wind_gusts_10m,weather_code,month,wave_wind_ratio,swell_steepness,safety_class,safety_label
2026-04-28,4,Lakshadweep Sea (SW),0.94,11.947916666666666,0.04,0.84,8.372916666666667,10.4,32.4,51,4,0.09038461538461538,0.1003234635481463,0,SAFE
2026-04-29,0,Bay of Bengal (East),0.18,7.0687500000000005,0.0,0.14,5.7875000000000005,17.6,36.7,63,4,0.010227272727272725,0.024190064794816415,0,SAFE
2026-04-29,1,Indian Ocean (South),1.42,11.291666666666666,0.22,1.16,8.762500000000001,22.4,35.3,63,4,0.06339285714285714,0.1323823109843081,1,CAUTION
2026-04-29,2,Gulf of Mannar (West),0.78,5.26875,0.52,0.46,5.808333333333334,19.6,40.7,53,4,0.03979591836734694,0.07919655667144906,0,SAFE
2026-04-29,3,Palk Strait (North),0.42,3.06875,0.34,0.36,3.0666666666666664,18.3,35.3,63,4,0.022950819672131147,0.11739130434782609,0,SAFE
2026-04-29,4,Lakshadweep Sea (SW),1.14,10.720833333333333,0.62,0.8,10.541666666666666,17.2,47.5,63,4,0.06627906976744186,0.07588932806324111,1,CAUTION
2026-04-30,0,Bay of Bengal (East),0.24,6.960416666666667,0.08,0.2,6.822916666666667,10.2,27.0,63,4,0.023529411764705882,0.02931297709923664,0,SAFE
2026-04-30,1,Indian Ocean (South),1.46,12.987499999999999,0.02,1.1,9.5625,24.5,33.1,61,4,0.05959183673469388,0.1150326797385621,1,CAUTION
2026-04-30,2,Gulf of Mannar (West),1.02,5.216666666666667,0.84,0.52,6.664583333333333,19.8,41.8,61,4,0.051515151515151514,0.07802438261956862,1,CAUTION
2026-04-30,3,Palk Strait (North),0.58,3.2583333333333333,0.54,0.36,3.7458333333333336,19.4,37.8,61,4,0.029896907216494847,0.0961067853170189,0,SAFE
2026-04-30,4,Lakshadweep Sea (SW),1.06,13.141666666666666,0.12,1.04,11.922916666666666,13.4,38.9,63,4,0.0791044776119403,0.08722697885724272,1,CAUTION
2026-05-01,0,Bay of Bengal (East),0.18,8.572916666666666,0.02,0.16,8.25,13.9,31.3,51,5,0.012949640287769784,0.019393939393939394,0,SAFE
2026-05-01,1,Indian Ocean (South),1.54,12.489583333333334,0.28,1.4,11.852083333333333,21.9,29.5,63,5,0.07031963470319635,0.11812269291615397,1,CAUTION
2026-05-01,2,Gulf of Mannar (West),1.06,4.98125,0.82,0.58,4.9312499999999995,22.8,47.5,51,5,0.04649122807017544,0.117617237008872,1,CAUTION
2026-05-01,3,Palk Strait (North),0.56,3.3395833333333336,0.52,0.32,4.060416666666667,21.3,40.7,53,5,0.026291079812206575,0.07880964597229348,1,CAUTION
2026-05-01,4,Lakshadweep Sea (SW),1.2,12.227083333333333,0.3,1.1,11.285416666666668,14.6,40.0,53,5,0.0821917808219178,0.09747092486616207,1,CAUTION
2026-05-02,0,Bay of Bengal (East),0.22,6.802083333333333,0.06,0.18,5.45,16.0,32.0,51,5,0.01375,0.03302752293577981,0,SAFE
2026-05-02,1,Indian Ocean (South),1.54,10.975,0.52,1.4,10.674999999999999,30.0,42.5,61,5,0.051333333333333335,0.13114754098360656,1,CAUTION
2026-05-02,2,Gulf of Mannar (West),1.26,5.197916666666667,1.08,0.62,6.445833333333333,22.8,45.7,51,5,0.05526315789473684,0.09618616677440207,1,CAUTION
2026-05-02,3,Palk Strait (North),0.64,3.564583333333333,0.62,0.34,4.377083333333333,22.7,42.8,61,5,0.028193832599118944,0.07767729652546407,1,CAUTION
2026-05-02,4,Lakshadweep Sea (SW),1.2,10.647916666666667,0.32,1.04,10.725,15.0,41.8,53,5,0.08,0.09696969696969697,1,CAUTION
2026-05-03,0,Bay of Bengal (East),0.26,5.589583333333334,0.24,0.1,7.3062499999999995,20.4,43.6,51,5,0.012745098039215688,0.013686911890504706,1,CAUTION
2026-05-03,1,Indian Ocean (South),1.46,9.4375,0.58,1.16,10.154166666666667,28.4,39.2,63,5,0.05140845070422535,0.11423881821912187,1,CAUTION
2026-05-03,2,Gulf of Mannar (West),1.28,5.041666666666667,1.1,0.56,5.8500000000000005,24.6,49.7,51,5,0.05203252032520325,0.09572649572649573,1,CAUTION
2026-05-03,3,Palk Strait (North),0.62,3.5979166666666664,0.56,0.36,4.4375,23.1,44.3,3,5,0.026839826839826837,0.08112676056338028,1,CAUTION
2026-05-03,4,Lakshadweep Sea (SW),1.22,8.745833333333334,0.38,0.88,10.391666666666667,16.0,40.7,61,5,0.07625,0.0846832397754611,1,CAUTION
2026-05-04,0,Bay of Bengal (East),0.14,6.408333333333334,0.1,0.1,7.8374999999999995,19.9,41.8,63,5,0.007035175879396986,0.012759170653907498,0,SAFE
2026-05-04,1,Indian Ocean (South),1.7,9.245833333333334,0.88,1.12,10.725,36.6,47.5,61,5,0.046448087431693985,0.10442890442890444,2,DANGEROUS
2026-05-04,2,Gulf of Mannar (West),1.3,5.347916666666666,1.12,0.72,6.152083333333334,25.6,52.6,51,5,0.05078125,0.1170335252285811,1,CAUTION
2026-05-04,3,Palk Strait (North),0.64,3.6687499999999997,0.58,0.4,4.402083333333334,23.2,43.9,53,5,0.027586206896551727,0.09086606720302887,1,CAUTION
2026-05-04,4,Lakshadweep Sea (SW),1.48,9.029166666666667,0.72,0.9,11.754166666666668,18.3,45.7,61,5,0.08087431693989071,0.07656859269762495,1,CAUTION
2026-05-05,0,Bay of Bengal (East),0.14,5.985416666666667,0.04,0.12,5.322916666666667,16.7,37.1,63,5,0.008383233532934133,0.022544031311154598,0,SAFE
2026-05-05,1,Indian Ocean (South),1.7,11.485416666666666,0.28,1.36,10.710416666666667,26.5,36.0,51,5,0.06415094339622641,0.12697918692861312,1,CAUTION
2026-05-05,2,Gulf of Mannar (West),1.14,6.8500000000000005,0.66,0.84,5.929166666666667,21.0,44.6,51,5,0.054285714285714284,0.14167252283907236,1,CAUTION
2026-05-05,3,Palk Strait (North),0.5,3.529166666666667,0.32,0.42,2.9729166666666664,19.4,38.2,61,5,0.025773195876288662,0.14127540294323757,0,SAFE
2026-05-05,4,Lakshadweep Sea (SW),1.5,11.333333333333334,0.06,1.04,13.575000000000001,11.3,30.2,51,5,0.1327433628318584,0.07661141804788213,1,CAUTION
2026-05-06,0,Bay of Bengal (East),0.14,7.333333333333333,0.02,0.1,6.879166666666666,14.5,31.3,51,5,0.009655172413793104,0.014536644457904301,0,SAFE
2026-05-06,1,Indian Ocean (South),1.64,13.777083333333332,0.04,1.32,14.5375,14.9,20.2,51,5,0.11006711409395972,0.09079965606190886,1,CAUTION
2026-05-06,2,Gulf of Mannar (West),0.8,8.543750000000001,0.26,0.52,12.364583333333334,18.1,40.3,63,5,0.04419889502762431,0.04205560235888795,0,SAFE
2026-05-06,3,Palk Strait (North),0.44,3.85,0.04,0.32,3.0395833333333333,12.6,24.1,51,5,0.03492063492063492,0.10527758738862235,0,SAFE
2026-05-06,4,Lakshadweep Sea (SW),1.44,14.03125,0.22,1.26,14.258333333333333,12.6,33.5,51,5,0.11428571428571428,0.08836937463471654,1,CAUTION
2026-05-07,0,Bay of Bengal (East),0.12,10.9625,0.0,0.12,10.237499999999999,13.6,32.0,53,5,0.008823529411764706,0.011721611721611722,0,SAFE
2026-05-07,1,Indian Ocean (South),1.52,13.095833333333333,0.08,1.24,12.8125,21.0,27.4,65,5,0.07238095238095238,0.09678048780487805,1,CAUTION
2026-05-07,2,Gulf of Mannar (West),0.62,10.902083333333332,0.12,0.46,11.147916666666667,11.5,29.2,65,5,0.05391304347826087,0.04126331526817417,0,SAFE
2026-05-07,3,Palk Strait (North),0.2,3.7541666666666664,0.04,0.18,2.716666666666667,10.0,21.6,53,5,0.02,0.06625766871165643,0,SAFE
2026-05-07,4,Lakshadweep Sea (SW),1.28,13.560416666666667,0.04,1.18,12.541666666666666,12.4,34.6,53,5,0.1032258064516129,0.09408637873754153,1,CAUTION
2026-05-08,0,Bay of Bengal (East),0.22,7.870833333333334,0.04,0.2,7.5562499999999995,15.3,33.1,65,5,0.01437908496732026,0.02646815550041357,0,SAFE
2026-05-08,1,Indian Ocean (South),1.44,12.410416666666668,0.04,1.3,10.652083333333334,17.2,22.3,63,5,0.08372093023255814,0.12204185409739879,1,CAUTION
2026-05-08,2,Gulf of Mannar (West),0.52,10.504166666666666,0.06,0.46,9.591666666666667,15.1,33.8,63,5,0.03443708609271524,0.04795829713292789,0,SAFE
2026-05-08,3,Palk Strait (North),0.26,3.579166666666667,0.24,0.2,5.060416666666667,15.4,29.2,63,5,0.016883116883116882,0.03952243721696171,0,SAFE
2026-05-08,4,Lakshadweep Sea (SW),1.2,12.583333333333334,0.02,1.16,10.825000000000001,13.5,38.9,61,5,0.08888888888888889,0.10715935334872978,1,CAUTION
2026-05-09,0,Bay of Bengal (East),0.26,6.333333333333333,0.02,0.22,5.158333333333333,11.5,27.7,63,5,0.022608695652173914,0.042649434571890146,0,SAFE
2026-05-09,1,Indian Ocean (South),1.4,10.09375,0.64,1.24,10.285416666666666,33.1,43.2,65,5,0.042296072507552865,0.12055904395381811,1,CAUTION
2026-05-09,2,Gulf of Mannar (West),0.44,8.956249999999999,0.18,0.4,8.885416666666666,16.2,34.6,65,5,0.027160493827160494,0.04501758499413834,0,SAFE
2026-05-09,3,Palk Strait (North),0.14,3.81875,0.06,0.1,5.895833333333333,12.7,26.6,63,5,0.011023622047244096,0.016961130742049472,0,SAFE
2026-05-09,4,Lakshadweep Sea (SW),1.0,10.427083333333334,0.34,0.98,9.808333333333334,13.0,36.4,61,5,0.07692307692307693,0.09991503823279524,1,CAUTION
2026-05-10,0,Bay of Bengal (East),0.24,6.1312500000000005,0.0,0.22,3.9645833333333336,8.5,22.3,65,5,0.028235294117647056,0.055491329479768786,0,SAFE
2026-05-10,1,Indian Ocean (South),1.32,8.981250000000001,0.52,0.7,10.59375,28.9,38.2,63,5,0.04567474048442907,0.06607669616519174,1,CAUTION
2026-05-10,2,Gulf of Mannar (West),0.36,8.672916666666667,0.08,0.32,7.720833333333334,10.7,23.8,61,5,0.03364485981308411,0.04144630329195898,0,SAFE
2026-05-10,3,Palk Strait (North),0.2,3.5666666666666664,0.08,0.16,3.139583333333333,11.5,26.3,61,5,0.017391304347826087,0.05096217650962177,0,SAFE
2026-05-10,4,Lakshadweep Sea (SW),0.9,9.316666666666666,0.18,0.62,9.372916666666667,12.8,32.8,63,5,0.0703125,0.06614803289619915,0,SAFE
2026-05-11,0,Bay of Bengal (East),0.26,5.635416666666667,0.1,0.2,3.7125,15.1,29.2,63,5,0.01721854304635762,0.05387205387205388,0,SAFE
2026-05-11,1,Indian Ocean (South),1.94,10.395833333333334,0.62,1.46,11.622916666666667,30.1,42.5,63,5,0.0644518272425249,0.1256139093027424,1,CAUTION
2026-05-11,2,Gulf of Mannar (West),0.6,9.897916666666667,0.02,0.42,8.918750000000001,10.2,28.1,61,5,0.058823529411764705,0.04709180098107918,0,SAFE
2026-05-11,3,Palk Strait (North),0.1,5.079166666666667,0.02,0.08,4.4312499999999995,12.0,26.6,51,5,0.008333333333333333,0.018053596614950637,0,SAFE
2026-05-11,4,Lakshadweep Sea (SW),1.58,11.15625,0.22,1.28,12.360416666666666,16.2,39.2,63,5,0.09753086419753088,0.10355637957188607,1,CAUTION
2026-05-12,0,Bay of Bengal (East),0.22,6.502083333333334,0.04,0.18,4.360416666666667,10.7,22.3,63,5,0.020560747663551402,0.04128045867176302,0,SAFE
2026-05-12,1,Indian Ocean (South),2.2,10.410416666666666,1.04,1.64,10.893749999999999,37.5,49.3,63,5,0.05866666666666667,0.15054503729202526,2,DANGEROUS
2026-05-12,2,Gulf of Mannar (West),0.78,9.414583333333333,0.32,0.58,7.26875,11.5,24.5,63,5,0.06782608695652174,0.07979363714531384,0,SAFE
2026-05-12,3,Palk Strait (North),0.12,5.327083333333333,0.02,0.12,4.1812499999999995,12.1,31.7,65,5,0.009917355371900827,0.02869955156950673,0,SAFE
2026-05-12,4,Lakshadweep Sea (SW),1.7,10.758333333333333,0.4,1.56,9.63125,13.8,35.3,63,5,0.12318840579710144,0.1619727449707982,1,CAUTION
2026-05-13,0,Bay of Bengal (East),0.26,4.608333333333333,0.24,0.1,6.29375,18.1,34.9,63,5,0.0143646408839779,0.015888778550148957,0,SAFE
2026-05-13,1,Indian Ocean (South),2.38,8.472916666666666,1.12,1.86,7.072916666666667,36.1,53.6,63,5,0.06592797783933517,0.26297496318114877,2,DANGEROUS
2026-05-13,2,Gulf of Mannar (West),1.16,6.8999999999999995,0.64,0.98,5.966666666666666,21.5,40.3,61,5,0.05395348837209302,0.16424581005586594,1,CAUTION
2026-05-13,3,Palk Strait (North),0.32,3.670833333333334,0.08,0.28,2.775,13.8,25.9,63,5,0.02318840579710145,0.10090090090090091,0,SAFE
2026-05-13,4,Lakshadweep Sea (SW),2.0,8.375,0.54,1.5,6.8875,15.1,36.0,63,5,0.13245033112582782,0.2177858439201452,2,DANGEROUS
2026-05-14,0,Bay of Bengal (East),0.3,3.6833333333333336,0.26,0.14,5.502083333333334,20.8,42.8,61,5,0.014423076923076922,0.02544490723210905,1,CAUTION
2026-05-14,1,Indian Ocean (South),2.36,8.354166666666666,1.1,1.96,6.98125,40.3,52.9,61,5,0.058560794044665014,0.28075201432408237,2,DANGEROUS
2026-05-14,2,Gulf of Mannar (West),1.46,6.55,1.14,1.04,6.425,23.0,48.2,63,5,0.06347826086956522,0.16186770428015565,1,CAUTION
2026-05-14,3,Palk Strait (North),0.64,3.891666666666667,0.54,0.4,3.8958333333333335,21.2,37.1,65,5,0.03018867924528302,0.10267379679144385,1,CAUTION
2026-05-14,4,Lakshadweep Sea (SW),1.96,8.21875,0.6,1.38,6.75,11.5,28.1,63,5,0.17043478260869566,0.20444444444444443,1,CAUTION
2026-05-15,0,Bay of Bengal (East),0.22,5.054166666666666,0.2,0.12,7.91875,17.3,36.0,53,5,0.012716763005780346,0.015153906866614048,0,SAFE
2026-05-15,1,Indian Ocean (South),2.48,8.202083333333333,1.5,1.74,6.485416666666667,41.8,57.6,61,5,0.05933014354066986,0.26829424991969164,2,DANGEROUS
2026-05-15,2,Gulf of Mannar (West),1.46,6.504166666666666,1.18,1.2,6.125,24.3,47.2,53,5,0.06008230452674897,0.19591836734693877,1,CAUTION
2026-05-15,3,Palk Strait (North),0.6,3.827083333333333,0.42,0.42,3.860416666666666,21.2,38.2,63,5,0.02830188679245283,0.10879654614139235,1,CAUTION
2026-05-15,4,Lakshadweep Sea (SW),2.08,8.064583333333333,0.52,1.5,6.075,19.0,49.7,61,5,0.10947368421052632,0.24691358024691357,2,DANGEROUS
2026-05-16,0,Bay of Bengal (East),0.18,5.977083333333333,0.04,0.14,4.560416666666667,27.1,50.4,53,5,0.006642066420664206,0.030698949291914118,1,CAUTION
2026-05-16,1,Indian Ocean (South),2.2,8.666666666666666,0.9,1.84,7.26875,37.2,46.8,53,5,0.05913978494623656,0.2531384350816853,2,DANGEROUS
2026-05-16,2,Gulf of Mannar (West),1.2,5.660416666666666,0.92,0.9,5.845833333333334,24.1,45.0,61,5,0.04979253112033195,0.1539558089807555,1,CAUTION
2026-05-16,3,Palk Strait (North),0.52,3.483333333333333,0.5,0.36,3.404166666666667,21.0,38.2,63,5,0.024761904761904763,0.10575275397796817,1,CAUTION
2026-05-16,4,Lakshadweep Sea (SW),2.0,8.089583333333334,0.86,1.44,7.527083333333334,21.2,55.1,53,5,0.09433962264150944,0.19130916136174922,2,DANGEROUS
2026-05-17,0,Bay of Bengal (East),0.28,3.9145833333333333,0.22,0.14,4.141666666666667,21.9,43.6,51,5,0.012785388127853884,0.033802816901408454,1,CAUTION
2026-05-17,1,Indian Ocean (South),2.06,8.85,0.62,1.88,7.677083333333333,28.3,36.0,51,5,0.07279151943462897,0.24488466757123473,2,DANGEROUS
2026-05-17,2,Gulf of Mannar (West),1.48,5.489583333333333,1.34,0.64,6.658333333333334,29.3,55.8,51,5,0.050511945392491465,0.09612015018773466,1,CAUTION
2026-05-17,3,Palk Strait (North),0.76,3.9166666666666665,0.68,0.34,4.970833333333333,28.7,52.9,51,5,0.0264808362369338,0.06839899413243923,1,CAUTION
2026-05-17,4,Lakshadweep Sea (SW),1.76,8.597916666666666,0.64,1.4,7.766666666666667,17.7,43.9,53,5,0.09943502824858758,0.1802575107296137,1,CAUTION
2026-05-18,0,Bay of Bengal (East),0.34,3.1041666666666665,0.3,0.14,5.354166666666667,25.4,51.5,53,5,0.013385826771653545,0.02614785992217899,1,CAUTION
2026-05-18,1,Indian Ocean (South),2.0,9.206249999999999,1.06,1.18,9.466666666666667,35.5,45.7,51,5,0.056338028169014086,0.12464788732394365,2,DANGEROUS
2026-05-18,2,Gulf of Mannar (West),1.76,5.664583333333333,1.66,0.48,7.922916666666667,31.7,59.0,51,5,0.0555205047318612,0.06058374967131212,1,CAUTION
2026-05-18,3,Palk Strait (North),0.9,4.214583333333334,0.86,0.3,5.73125,29.9,54.7,51,5,0.030100334448160536,0.05234460196292257,1,CAUTION
2026-05-18,4,Lakshadweep Sea (SW),1.8,8.579166666666667,0.94,1.24,9.341666666666667,17.9,45.0,61,5,0.1005586592178771,0.13273862622658342,1,CAUTION
2026-05-19,0,Bay of Bengal (East),0.36,3.0437499999999997,0.34,0.12,6.58125,27.8,54.4,51,5,0.012949640287769784,0.018233618233618232,1,CAUTION
2026-05-19,1,Indian Ocean (South),2.16,9.270833333333334,1.04,1.3,10.018749999999999,34.9,45.0,53,5,0.06189111747851003,0.12975670617592017,2,DANGEROUS
2026-05-19,2,Gulf of Mannar (West),1.94,5.9937499999999995,1.84,0.66,9.025,31.4,61.6,51,5,0.06178343949044586,0.07313019390581718,1,CAUTION
2026-05-19,3,Palk Strait (North),0.96,4.4937499999999995,0.94,0.36,6.1375,32.5,58.3,3,5,0.029538461538461538,0.058655804480651726,1,CAUTION
2026-05-19,4,Lakshadweep Sea (SW),2.08,8.575000000000001,0.98,1.42,9.0875,21.3,52.9,61,5,0.09765258215962441,0.15625859697386518,2,DANGEROUS
2026-05-20,0,Bay of Bengal (East),0.42,3.297916666666667,0.42,0.12,9.19375,30.1,57.6,3,5,0.013953488372093021,0.013052345343303875,1,CAUTION
2026-05-20,1,Indian Ocean (South),2.16,9.05625,1.12,1.24,9.679166666666667,37.6,48.6,53,5,0.0574468085106383,0.12811020232458029,2,DANGEROUS
2026-05-20,2,Gulf of Mannar (West),1.92,6.08125,1.8,0.8,8.320833333333333,31.8,61.2,3,5,0.06037735849056603,0.09614421632448675,1,CAUTION
2026-05-20,3,Palk Strait (North),1.0,4.460416666666666,0.96,0.4,6.004166666666666,29.5,52.9,3,5,0.03389830508474576,0.0666204024982651,1,CAUTION
2026-05-20,4,Lakshadweep Sea (SW),2.04,8.370833333333334,0.68,1.46,6.289583333333333,16.1,43.9,61,5,0.12670807453416147,0.23212984431931105,2,DANGEROUS
2026-05-21,0,Bay of Bengal (East),0.42,3.1645833333333333,0.4,0.12,8.725,27.5,52.6,3,5,0.015272727272727273,0.013753581661891117,1,CAUTION
2026-05-21,1,Indian Ocean (South),2.2,8.558333333333334,1.4,1.58,8.864583333333334,41.1,52.2,61,5,0.05352798053527981,0.1782373678025852,2,DANGEROUS
2026-05-21,2,Gulf of Mannar (West),2.08,6.1875,1.94,0.52,8.510416666666666,33.7,63.7,51,5,0.06172106824925816,0.06110159118727051,2,DANGEROUS
2026-05-21,3,Palk Strait (North),1.0,4.535416666666667,0.96,0.38,6.079166666666667,32.6,58.7,3,5,0.03067484662576687,0.06250856751199452,1,CAUTION
2026-05-21,4,Lakshadweep Sea (SW),2.2,8.297916666666667,0.72,1.9,5.729166666666667,20.3,48.6,65,5,0.10837438423645321,0.3316363636363636,2,DANGEROUS
2026-05-22,0,Bay of Bengal (East),0.56,3.2624999999999997,0.52,0.14,8.897916666666665,32.3,62.6,3,5,0.017337461300309602,0.01573402013579958,1,CAUTION
2026-05-22,1,Indian Ocean (South),2.28,8.112499999999999,1.4,1.64,7.635416666666667,42.8,61.6,53,5,0.05327102803738318,0.21478854024556615,2,DANGEROUS
2026-05-22,2,Gulf of Mannar (West),2.24,6.4437500000000005,2.12,1.3,7.470833333333334,40.3,76.0,3,5,0.05558312655086849,0.17401003904071388,2,DANGEROUS
2026-05-22,3,Palk Strait (North),0.86,4.2875000000000005,0.82,0.42,5.65625,33.9,61.2,3,5,0.02536873156342183,0.07425414364640884,1,CAUTION
2026-05-22,4,Lakshadweep Sea (SW),2.36,7.977083333333333,1.08,2.08,6.220833333333332,16.5,51.8,63,5,0.14303030303030304,0.33436034829202954,2,DANGEROUS
2026-05-23,0,Bay of Bengal (East),0.34,3.002083333333333,0.32,0.1,8.064583333333333,23.2,46.8,53,5,0.014655172413793105,0.012399896667527771,1,CAUTION
2026-05-23,1,Indian Ocean (South),2.08,8.322916666666666,1.18,1.44,6.29375,36.5,47.9,61,5,0.05698630136986302,0.22879841112214497,2,DANGEROUS
2026-05-23,2,Gulf of Mannar (West),1.6,6.202083333333333,1.36,1.36,6.066666666666666,28.3,50.4,3,5,0.05653710247349823,0.2241758241758242,1,CAUTION
2026-05-23,3,Palk Strait (North),0.66,3.56875,0.62,0.44,4.739583333333333,24.7,42.1,3,5,0.026720647773279354,0.09283516483516484,1,CAUTION
2026-05-23,4,Lakshadweep Sea (SW),2.16,8.018749999999999,0.64,1.9,5.7250000000000005,16.6,46.1,63,5,0.13012048192771083,0.33187772925764186,2,DANGEROUS
2026-05-24,0,Bay of Bengal (East),0.46,2.954166666666667,0.44,0.12,8.18125,27.8,55.8,3,5,0.016546762589928057,0.014667685255920548,1,CAUTION
2026-05-24,1,Indian Ocean (South),1.88,7.6375,1.22,1.54,7.675,37.8,49.3,53,5,0.04973544973544974,0.2006514657980456,2,DANGEROUS
2026-05-24,2,Gulf of Mannar (West),1.76,6.120833333333334,1.6,1.28,6.595833333333334,32.7,63.4,3,5,0.05382262996941896,0.19406190777005683,1,CAUTION
2026-05-24,3,Palk Strait (North),0.76,3.9270833333333335,0.72,0.4,4.722916666666666,28.3,51.8,3,5,0.02685512367491166,0.0846934274371416,1,CAUTION
2026-05-24,4,Lakshadweep Sea (SW),2.04,7.597916666666666,0.96,1.78,5.564583333333334,16.8,42.5,63,5,0.12142857142857143,0.31988019468363904,2,DANGEROUS
2026-05-25,0,Bay of Bengal (East),0.36,2.9645833333333336,0.34,0.1,7.027083333333334,24.9,50.4,51,5,0.014457831325301205,0.014230655203083309,1,CAUTION
2026-05-25,1,Indian Ocean (South),1.98,8.268749999999999,1.0,1.28,8.402083333333334,34.4,45.0,61,5,0.05755813953488372,0.15234316885693033,1,CAUTION
2026-05-25,2,Gulf of Mannar (West),1.8,5.764583333333333,1.7,1.1,6.154166666666666,33.5,64.4,3,5,0.05373134328358209,0.17874069058903186,1,CAUTION
2026-05-25,3,Palk Strait (North),0.92,4.085416666666666,0.9,0.32,5.5687500000000005,31.2,56.9,3,5,0.02948717948717949,0.05746352413019079,1,CAUTION
2026-05-25,4,Lakshadweep Sea (SW),1.88,8.341666666666667,0.74,1.4,6.539583333333333,18.2,44.6,63,5,0.10329670329670329,0.2140809174896464,1,CAUTION
2026-05-26,0,Bay of Bengal (East),0.38,2.8375,0.36,0.1,6.789583333333333,26.7,53.3,3,5,0.014232209737827716,0.014728444308069962,1,CAUTION
2026-05-26,1,Indian Ocean (South),2.22,9.789583333333333,1.0,1.46,12.633333333333333,34.8,45.7,53,5,0.06379310344827588,0.11556728232189974,2,DANGEROUS
2026-05-26,2,Gulf of Mannar (West),1.92,5.9937499999999995,1.76,0.76,8.46875,33.2,63.7,3,5,0.057831325301204814,0.08974169741697417,1,CAUTION
2026-05-26,3,Palk Strait (North),1.18,4.39375,1.18,0.36,5.825,31.8,58.3,3,5,0.03710691823899371,0.061802575107296136,1,CAUTION
2026-05-26,4,Lakshadweep Sea (SW),2.04,9.685416666666667,0.7,1.42,10.841666666666667,16.8,41.8,61,5,0.12142857142857143,0.1309761721752498,2,DANGEROUS
2026-05-27,0,Bay of Bengal (East),0.36,2.775,0.36,0.1,7.158333333333334,25.9,50.8,53,5,0.0138996138996139,0.013969732246798603,1,CAUTION
2026-05-27,1,Indian Ocean (South),2.44,11.706249999999999,0.9,1.98,12.960416666666667,32.5,46.1,63,5,0.07507692307692307,0.15277286609869795,2,DANGEROUS
2026-05-27,2,Gulf of Mannar (West),1.9,6.439583333333334,1.66,0.86,10.1,29.8,59.4,3,5,0.06375838926174496,0.08514851485148515,1,CAUTION
2026-05-27,3,Palk Strait (North),0.94,4.3,0.92,0.42,5.477083333333333,28.4,50.4,61,5,0.03309859154929577,0.07668314948649677,1,CAUTION
2026-05-27,4,Lakshadweep Sea (SW),2.34,11.28125,0.64,1.8,12.924999999999999,13.6,41.8,63,5,0.17205882352941176,0.13926499032882014,2,DANGEROUS
2026-05-28,0,Bay of Bengal (East),0.34,2.9499999999999997,0.32,0.1,6.84375,25.2,50.0,51,5,0.013492063492063493,0.014611872146118723,1,CAUTION
2026-05-28,1,Indian Ocean (South),2.46,11.081249999999999,0.74,2.02,11.583333333333334,32.8,41.4,55,5,0.07500000000000001,0.1743884892086331,2,DANGEROUS
2026-05-28,2,Gulf of Mannar (West),1.8,6.527083333333334,1.56,0.72,10.110416666666667,30.3,58.7,51,5,0.0594059405940594,0.07121368225839686,1,CAUTION
2026-05-28,3,Palk Strait (North),0.88,4.360416666666667,0.88,0.26,5.7,30.0,54.4,51,5,0.029333333333333333,0.0456140350877193,1,CAUTION
2026-05-28,4,Lakshadweep Sea (SW),2.3,10.725,0.82,1.84,11.666666666666666,16.4,41.8,55,5,0.1402439024390244,0.15771428571428572,2,DANGEROUS
2026-05-29,0,Bay of Bengal (East),0.36,3.0375,0.34,0.1,7.254166666666666,27.7,52.9,53,5,0.01299638989169675,0.013785180930499715,1,CAUTION
2026-05-29,1,Indian Ocean (South),2.26,10.760416666666666,0.86,1.88,10.995833333333332,31.9,40.7,53,5,0.07084639498432602,0.17097385373247442,2,DANGEROUS
2026-05-29,2,Gulf of Mannar (West),1.84,6.2562500000000005,1.66,0.64,8.991666666666667,31.3,60.8,3,5,0.05878594249201278,0.071177015755329,1,CAUTION
2026-05-29,3,Palk Strait (North),0.98,4.3625,0.98,0.28,5.885416666666667,31.4,55.4,51,5,0.031210191082802548,0.04757522123893806,1,CAUTION
2026-05-29,4,Lakshadweep Sea (SW),2.14,10.047916666666667,0.7,1.68,10.86875,17.2,47.9,53,5,0.1244186046511628,0.1545715928694652,2,DANGEROUS
2026-05-30,0,Bay of Bengal (East),0.4,3.05625,0.38,0.12,7.760416666666667,26.5,52.6,3,5,0.01509433962264151,0.015463087248322146,1,CAUTION
2026-05-30,1,Indian Ocean (South),2.22,9.85,0.72,1.86,9.729166666666666,35.1,45.4,51,5,0.06324786324786325,0.1911777301927195,2,DANGEROUS
2026-05-30,2,Gulf of Mannar (West),1.76,5.9624999999999995,1.54,0.86,7.304166666666667,32.8,64.1,3,5,0.05365853658536586,0.1177410154021677,1,CAUTION
2026-05-30,3,Palk Strait (North),0.88,4.222916666666666,0.86,0.36,5.585416666666667,31.3,57.2,3,5,0.028115015974440893,0.06445356210369264,1,CAUTION
2026-05-30,4,Lakshadweep Sea (SW),2.08,9.237499999999999,0.46,1.56,9.487499999999999,16.1,42.5,51,5,0.12919254658385093,0.16442687747035575,2,DANGEROUS
2026-05-31,0,Bay of Bengal (East),0.32,3.360416666666667,0.3,0.12,6.885416666666667,22.0,44.6,63,5,0.014545454545454545,0.017428139183055975,1,CAUTION
2026-05-31,1,Indian Ocean (South),1.9,9.258333333333333,0.66,1.58,8.814583333333333,32.7,41.4,51,5,0.05810397553516819,0.1792484046324746,1,CAUTION
